i1,i2,i3,j1,j2,j3,k1,ku,nvr,X,time,peak,backend
32,4,2,128,128,32,64,32,2,[32; 4; 2; 128; 128; 32; 64; 32; 2],0.01774358561669942,0.22512784757189852,tvm
16,8,4,512,64,32,2048,32,2,[16; 8; 4; 512; 64; 32; 2048; 32; 2],0.013212814752478153,0.30232583389137646,tvm
2,2,1,1024,256,32,64,2,2,[2; 2; 1; 1024; 256; 32; 64; 2; 2],0.03607811374240555,0.11072017973600677,tvm
64,32,8,1024,128,32,1024,2,2,[64; 32; 8; 1024; 128; 32; 1024; 2; 2],0.019059326994465664,0.20958637412827638,tvm
32,2,1,512,128,128,64,64,8,[32; 2; 1; 512; 128; 128; 64; 64; 8],0.07717497099656612,0.05175998366456109,tvm
64,2,1,128,128,64,8,1,4,[64; 2; 1; 128; 128; 64; 8; 1; 4],0.045667714992305264,0.0874704424946223,tvm
16,2,1,128,64,16,1024,32,1,[16; 2; 1; 128; 64; 16; 1024; 32; 1],0.07196693698642775,0.05550570033081407,tvm
8,4,1,1024,1024,16,512,4,1,[8; 4; 1; 1024; 1024; 16; 512; 4; 1],0.06546728499233723,0.061016357079154766,tvm
64,32,1,256,32,32,512,4,2,[64; 32; 1; 256; 32; 32; 512; 4; 2],0.04904219851596281,0.08145179781846523,tvm
64,16,1,256,256,64,256,64,4,[64; 16; 1; 256; 256; 64; 256; 64; 4],0.026410327496705577,0.1512504999642099,tvm
64,4,4,1024,32,16,4096,2,1,[64; 4; 4; 1024; 32; 16; 4096; 2; 1],0.02833911875495687,0.14095622636100977,tvm
64,16,1,128,16,16,2048,2,1,[64; 16; 1; 128; 16; 16; 2048; 2; 1],0.10909356991760433,0.03661604658379263,tvm
